title,work experience,salary,region
Senior PHP Developer (to Cyprus),более 6 лет,от 4 500 EUR на руки,Лимассол
QA lead (Software update),3–6 лет,з/п не указана,Тбилиси
Lead QA Automation Engineer (Blockchain DeFi),3–6 лет,з/п не указана,Тбилиси
Senior / Lead Project Manager,более 6 лет,з/п не указана,Тбилиси
Frontend developer (Angular),1–3 года,до 3 000 USD на руки,Тбилиси
Data Engineer (RnD),3–6 лет,з/п не указана,Тбилиси
Data Engineer (GoLang Developer),3–6 лет,з/п не указана,Лимассол
Go developer,3–6 лет,з/п не указана,Тбилиси
Unix Administrator,3–6 лет,з/п не указана,Тбилиси
Fullstack Developer с навыками DevOps,3–6 лет,з/п не указана,Тбилиси
React Native/React developer with Python,1–3 года,з/п не указана,Тбилиси
React Native/React developer,1–3 года,з/п не указана,Тбилиси
Senior DevOps Engineer / Cloud Solution Architect,3–6 лет,от 6 000 до 9 000 USD на руки,Тбилиси
Linux System Administrator,3–6 лет,з/п не указана,Тбилиси
ELK support engineer (Systems Engineer),3–6 лет,з/п не указана,Тбилиси
QA Engineer,1–3 года,з/п не указана,Тбилиси
Senior DevOps Engineer,3–6 лет,з/п не указана,Тбилиси
Senior/Middle DevOps,1–3 года,з/п не указана,Тбилиси
Junior Researcher / Recruiter,не требуется,з/п не указана,Тбилиси
Linux Backend Developer,3–6 лет,от 4 000 до 5 700 EUR до вычета налогов,София
Full-stack Python Developer,3–6 лет,от 4 500 до 5 000 EUR на руки,Армения
Full-stack Python Developer,3–6 лет,от 4 500 до 5 000 EUR на руки,Латвия
Full-stack Python Developer,3–6 лет,от 4 500 до 5 000 EUR на руки,город Лимасол
Python Backend Developer,1–3 года,з/п не указана,Армения
Python разработчик в CM.Expert (Яндекс Вертикали),3–6 лет,з/п не указана,Сербия
Python test automation engineer,1–3 года,з/п не указана,Сербия
Senior Python developer,3–6 лет,з/п не указана,Кишинёв
Team Lead Python Test Automation,3–6 лет,з/п не указана,Сербия
Senior Python developer,3–6 лет,з/п не указана,Армения
Python разработчик в CM.Expert (Яндекс Вертикали),3–6 лет,з/п не указана,Армения
"Разработчик С++/Python (middle), Linux, backend, embedded",1–3 года,от 120 000 до 180 000 руб. на руки,Армения
Senior Python Developer,более 6 лет,от 6 000 USD на руки,Армения
Backend-разработчик в travel tech компанию WeGoTrip (Middle+ Python-developer),3–6 лет,з/п не указана,Турция
С/С++ Linux разработчик (remote),более 6 лет,до 8 000 USD до вычета налогов,Сиэтл
"Senior Backend Developer (Python, GO)",3–6 лет,з/п не указана,Кипр
Full-Stack Python Developer,3–6 лет,з/п не указана,Финляндия
Linux DevOps Engineer,3–6 лет,з/п не указана,Черногория
Data Scientist (Core),3–6 лет,з/п не указана,Сербия
Senior Python developer (remote/Serbia),3–6 лет,з/п не указана,Сербия
Linux DevOps Engineer,3–6 лет,з/п не указана,Армения
Senior DevOps Engineer (Yepp),3–6 лет,от 5 000 до 8 500 EUR на руки,Кипр
Data Scientist (Core),3–6 лет,з/п не указана,Армения
Senior Python Backend Developer (to Cyprus),3–6 лет,з/п не указана,Кипр
DevOps Engineer,3–6 лет,з/п не указана,Армения
Senior Marketing Analyst (Remote),3–6 лет,от 3 000 EUR на руки,Москва
DevOps Engineer (to Cyprus),3–6 лет,з/п не указана,Кипр
Senior DevOps Engineer (Growth),3–6 лет,от 5 000 до 6 000 EUR на руки,Кипр
QA Automation Engineer,1–3 года,з/п не указана,Сербия
Developer Unity 3D/C# (middle),3–6 лет,от 2 800 EUR до вычета налогов,Кипр
Go Developer (to Cyprus),3–6 лет,з/п не указана,Кипр
Senior Java/Kotlin разработчик (eCom),более 6 лет,до 6 000 USD до вычета налогов,Армения
Data Analyst,1–3 года,з/п не указана,Сербия
Senior Linux engineer,3–6 лет,з/п не указана,Кипр
C# Developer,1–3 года,з/п не указана,Ереван
Senior JS Developer (Cyprus),3–6 лет,з/п не указана,Кипр
DevOps Cloud Architect,более 6 лет,з/п не указана,город Лимасол
QA Automation Engineer,1–3 года,з/п не указана,Армения
Data Analyst,1–3 года,з/п не указана,Армения
Senior Java Developer,3–6 лет,от 3 500 до 5 700 EUR до вычета налогов,София
Python Developer,3–6 лет,з/п не указана,Литва
Senior SRE (to Cyprus),3–6 лет,з/п не указана,Кипр
Head of Analyst,3–6 лет,з/п не указана,Кипр
Senior Software Developer,3–6 лет,от 3 000 до 4 500 EUR на руки,Кипр
Senior FPGA Designer (to Dubai),более 6 лет,з/п не указана,ОАЭ
QA Lead (remote),3–6 лет,з/п не указана,Сербия
QA Automation Engineer,более 6 лет,з/п не указана,Кипр
QA mobile,1–3 года,з/п не указана,Кипр
Middle/Senior Android Developer в Feature team,1–3 года,з/п не указана,Кипр
QA Lead (remote),3–6 лет,з/п не указана,Венгрия
QA Lead (remote),3–6 лет,з/п не указана,Турция
QA Lead (remote),3–6 лет,з/п не указана,Черногория
QA Lead (remote),3–6 лет,з/п не указана,Армения
QA Lead (remote),3–6 лет,з/п не указана,Румыния
QA Lead (remote),3–6 лет,з/п не указана,Болгария
Head of Talent Acquisition / Recruiting Manager,3–6 лет,з/п не указана,Кипр
HR менеджер,1–3 года,з/п не указана,Армения
Разработчик GO Вертикали,3–6 лет,з/п не указана,Сербия
Разработчик GO Вертикали,3–6 лет,з/п не указана,Армения
Android-разработчик в Вертикали,3–6 лет,з/п не указана,Сербия
Senior HPC Engineer,более 6 лет,з/п не указана,Армения
